"V1" "V2" "V3" "V4"
"1" 0.00893362517420103 -0.00176816574351441 0.0109234153729944 0.0151100722771269
"2" -0.00963668747909887 -0.000203640605579396 -0.0159399860941075 -0.0101949475355449
"3" -0.0118361973204285 -0.00413427131045062 -0.00808424450291446 -0.0157447946533237
"4" 0.00689702372756871 -0.0045648811752331 0.00306771700094746 0.00319995687542049
"5" -0.00785547512013752 -0.00246104192080499 -0.01140121681178 -0.023364859259687
"6" 0.00421754965398317 0.0202501935970427 0.0112296646262307 0.013351552337317
"7" -2.32715137046561e-05 0.00905890591575711 0.00961893868378918 0.00291068479088706
"8" -0.0136067857001009 -0.0123806929159763 -0.025265990180633 -0.0147319034791519
"9" 0.00400092220780435 -0.00204075724071917 -0.00289888758118112 -0.0150377227660798
"10" -0.00378879401573008 0.0032209205291516 0.00801245044454419 -0.00826342691529272
"11" 0.00666117250165239 0.00846500739708394 0.00489020436273355 0.00290218301887073
"12" 0.00649493847968143 0.0200194733776464 0.0111461946482223 0.00261245458264061
"13" 0.0197577435487264 0.0123270870875606 0.0240330055443589 -0.00113262102635727
"14" -0.00978696290141335 -0.00681932635715877 -0.00520153650172697 -0.0125969767342939
"15" 0.0093447840385778 0.00469634025661419 0.00369683020566683 0.00967779535719727
"16" 0.0156273748365969 0.00544121625078613 0.00122669662536689 -0.0073871299460076
"17" 0.0108870461193023 0.0160347666203204 0.0098319359599188 0.0254551255255057
"18" 0.018423063096961 0.0136006989413533 0.0148851050650969 0.018781959839885
"19" -0.00755846878879827 -0.012924586733938 0.00204497791221717 0.00189755947501597
"20" -0.00511297382228878 -0.0012713486359767 -0.000400313164488072 -0.00652689040003329
"21" 0.0124381543560125 -0.00544635747231782 -0.00339150858713679 -0.00110714870720935
"22" -0.00518589222028008 0.00383802906073776 0.00875223002645538 -0.00563940998797817
"23" 0.002457622233824 -0.00792857200743506 -0.00857540758679742 0.00623067317238527
"24" -0.0033598688678013 -0.000607099952057301 0.010896752703569 0.0010124831390542
"25" 0.0294158709202527 0.0172745024646288 0.0125532468742166 0.0266865546753513
"26" -0.0011664239468689 0.0084656815077109 0.00768471988786147 -0.0115743226511027
"27" 0.00868166671938651 0.0206712037541224 0.00982144601157166 0.00720286050561356
"28" -0.00746020645630783 0.00728880164413135 0.00465028707899126 0.00497390398637521
"29" 0.0166335958759359 0.00291538958646599 0.0104325581689196 -0.00758293387275806
"30" -0.00170276970138022 -0.00824980487818812 0.00310048554594154 -0.000701445038770842
"31" -0.0241660333443781 -0.00600007759800105 -0.0163366169176655 -0.0140059796225072
"32" 0.0116594949226755 0.00854247278770924 0.00157100334372159 0.00518584207499085
"33" -0.0071455645036097 -0.00209655437510234 -0.0077514484195677 -0.00816704540893689
"34" -0.0209921762662905 -0.0267815893597947 -0.0143192947288287 -0.0182703322453863
"35" -0.0210286657000927 -0.0204019340489335 -0.0211435143338374 -0.0239281221193235
"36" 0.00624592697334614 0.000440361019392546 0.00825742409231712 -6.32911224158676e-05
"37" -0.0091308036832135 0.00432083196595667 0.00464482946547821 -0.00239877254422846
"38" -0.000267191757428662 0.00949222055672542 0.0129912221023071 0.00804052981452293
"39" -0.0112540600230395 0.000311880477622122 -0.0113447977097321 -0.0235440820287539
"40" -0.0267458982832913 -0.0393409131977361 -0.032458839724553 -0.0197020221572615
"41" 0.00263700147783679 0.0133407126884557 0.0171346158924434 0.0150377783211545
"42" 0.0102707955718758 -0.0101931501044109 -0.00587124951126239 -0.000571672706161507
"43" -0.00762523124471525 0.00351676968194048 0.00148911810535267 -0.000260112302691607
"44" 0.00120868148540946 -0.0188723441868671 0.00594992236541937 -0.0235837996399928
"45" 0.00846989023695 -0.0141225707095466 -0.000363019606920846 -0.00780041371387726
"46" -0.027405974971535 -0.00434190388906106 -0.00099544646704517 -0.0127521795489361
"47" 0.0265466860576681 0.0159821463057113 0.0204543750125684 0.017802330823265
"48" 0.00606495708550996 -0.000144509841197009 -0.000670951324994669 -0.011021090803801
"49" -0.000500466218950052 0.0056390608211848 0.00491759742611337 -0.00215989319344351
"50" 0.00735093686299961 0.00520880337681316 -0.00452276646652272 0.00254824587369272
"51" 0.00378409021767249 -0.00342699887960963 0.0022079385264633 -0.000488342182089444
"52" -0.00359263037744818 -0.00753000720545451 -0.0133173838762796 -0.00982164621148236
"53" 0.0112462458306718 0.00658039771704171 0.00344997402673803 0.00303405494823193
"54" -0.00139561626915423 -0.000556770001277782 0.00348833876350023 -0.00173088611843252
"55" -0.00205348063399447 -0.00853748630671348 0.00389845320397006 -0.00172752321216066
"56" -0.0140025515154378 -0.0114594832023075 -0.00575037549861243 0.00189818624298192
"57" -0.0160720402730425 0.00132571092277537 -0.00111533420089759 -0.00485474822098942
"58" -0.00248335530868651 0.00759137873975363 0.00712604735935384 0.0043248339802664
"59" -0.0167907883732634 -0.00983933947295185 0.00160461793383158 -0.0051826226656537
"60" -0.026089172051376 -0.0123900168575395 -0.0182187243786867 -0.014941161728781
"61" -0.013681688837523 -0.00615537313997426 -0.0067035551006996 -0.00123652620058374
"62" 0.00434765584504355 -0.00424731091827027 -5.25483980055479e-05 0.0172924432498446
"63" -0.0177980250496376 -0.00997000896595369 -0.00511346781201365 -0.00508314166833451
"64" 0.0102635148049413 0.00403785368126288 0.00297029730916519 0.0028732447954746
"65" -0.00767782221262059 -0.00540747988351513 -0.000327233056299906 -0.00415966026786991
"66" -0.0237034081475601 0.00655094466162422 -0.00932828494356709 0.00134926422598256
"67" 0.00388779344404206 -0.00679126096267004 -0.00288804486646409 0.00194306587009653
"68" -0.027933939385743 -0.00769532664780964 -0.011052752419255 -0.0119051436894773
"69" 0.00287703565209498 -0.00912501721118866 -0.0158463233256519 -0.00583380762889473
"70" 0.0174689465085881 0.00495706526152618 0.00733496209930126 0.00822075427161671
"71" -0.00579881867802241 -0.00549706379185926 -0.00310229137051378 -0.0117001831961865
"72" -0.0137721691514252 0.0065948311089821 -0.00338482801926883 0.0101363941168028
"73" -0.00822819556341174 0.00370389754241814 -0.00824922312925276 0.00279169087500717
"74" -0.00373445897776578 0.000126186165621837 -0.00880745675751971 -0.003531288888101
"75" 0.0035672407871111 0.00674088135509488 -0.0123755564410732 0.00131789087973999
"76" 0.0102327088845292 0.00726018178309676 0.00758011718036264 0.0030574903614037
